,Source,Target,Type,Id,Weight
2209,337,2075,Directed,2209,1
2210,337,2306,Directed,2210,1
2211,337,2743,Directed,2211,1
2212,337,2796,Directed,2212,1
2213,337,3395,Directed,2213,1
2214,337,3942,Directed,2214,1
2215,337,3950,Directed,2215,1
2216,337,3993,Directed,2216,1
2217,337,4147,Directed,2217,1
2218,337,5047,Directed,2218,1
2219,337,5167,Directed,2219,1
2220,337,5446,Directed,2220,1
2221,339,95,Directed,2221,1
2222,339,114,Directed,2222,1
2223,339,127,Directed,2223,1
2224,339,205,Directed,2224,1
2225,339,213,Directed,2225,1
2226,339,332,Directed,2226,1
2227,339,343,Directed,2227,1
2228,339,357,Directed,2228,1
2229,339,450,Directed,2229,1
2230,339,544,Directed,2230,1
2231,339,570,Directed,2231,1
2232,339,577,Directed,2232,1
2233,339,600,Directed,2233,1
2234,339,675,Directed,2234,1
2235,339,697,Directed,2235,1
2236,339,735,Directed,2236,1
2237,339,765,Directed,2237,1
2238,339,984,Directed,2238,1
2239,339,1267,Directed,2239,1
2240,339,1285,Directed,2240,1
2241,339,1288,Directed,2241,1
2242,339,1312,Directed,2242,1
2243,339,1330,Directed,2243,1
2244,339,1347,Directed,2244,1
2245,339,1353,Directed,2245,1
2246,339,1381,Directed,2246,1
2247,339,1422,Directed,2247,1
2248,339,1456,Directed,2248,1
2249,339,1604,Directed,2249,1
2250,339,1686,Directed,2250,1
2251,339,1701,Directed,2251,1
2252,339,1736,Directed,2252,1
2253,339,1743,Directed,2253,1
2254,339,1792,Directed,2254,1
2255,339,1817,Directed,2255,1
2256,339,1823,Directed,2256,1
2257,339,1824,Directed,2257,1
2258,339,1889,Directed,2258,1
2259,339,1921,Directed,2259,1
2260,339,1955,Directed,2260,1
2261,339,2006,Directed,2261,1
2262,339,2028,Directed,2262,1
2263,339,2032,Directed,2263,1
2264,339,2088,Directed,2264,1
2265,339,2219,Directed,2265,1
2266,339,2230,Directed,2266,1
2267,339,2246,Directed,2267,1
2268,339,2393,Directed,2268,1
2269,339,2539,Directed,2269,1
2270,339,2627,Directed,2270,1
2271,339,2751,Directed,2271,1
2272,339,2830,Directed,2272,1
2273,339,2867,Directed,2273,1
2274,339,2938,Directed,2274,1
2275,339,2983,Directed,2275,1
2276,339,3093,Directed,2276,1
2277,339,3112,Directed,2277,1
2278,339,3197,Directed,2278,1
2279,339,3198,Directed,2279,1
2280,339,3223,Directed,2280,1
2281,339,3293,Directed,2281,1
2282,339,3353,Directed,2282,1
2283,339,3413,Directed,2283,1
2284,339,3506,Directed,2284,1
2285,339,3571,Directed,2285,1
2286,339,3736,Directed,2286,1
2287,339,3752,Directed,2287,1
2288,339,3755,Directed,2288,1
2289,339,3783,Directed,2289,1
2290,339,3787,Directed,2290,1
2291,339,3839,Directed,2291,1
2292,339,3852,Directed,2292,1
2293,339,3914,Directed,2293,1
2294,339,3948,Directed,2294,1
2295,339,3974,Directed,2295,1
2296,339,3985,Directed,2296,1
2297,339,3998,Directed,2297,1
2298,339,4039,Directed,2298,1
2299,339,4141,Directed,2299,1
2300,339,4154,Directed,2300,1
2301,339,4161,Directed,2301,1
2302,339,4176,Directed,2302,1
2303,339,4198,Directed,2303,1
2304,339,4227,Directed,2304,1
2305,339,4355,Directed,2305,1
2306,339,4376,Directed,2306,1
2307,339,4377,Directed,2307,1
2308,339,4391,Directed,2308,1
2309,339,4441,Directed,2309,1
2310,339,4686,Directed,2310,1
2311,339,4818,Directed,2311,1
2312,339,4822,Directed,2312,1
2313,339,4827,Directed,2313,1
2314,339,4829,Directed,2314,1
2315,339,4890,Directed,2315,1
2316,339,4987,Directed,2316,1
2317,339,5001,Directed,2317,1
2318,339,5014,Directed,2318,1
2319,339,5018,Directed,2319,1
2320,339,5039,Directed,2320,1
2321,339,5046,Directed,2321,1
2322,339,5067,Directed,2322,1
2323,339,5143,Directed,2323,1
2324,339,5144,Directed,2324,1
2325,339,5173,Directed,2325,1
2326,339,5266,Directed,2326,1
2327,339,5293,Directed,2327,1
2328,339,5310,Directed,2328,1
2329,339,5322,Directed,2329,1
2330,339,5435,Directed,2330,1
2331,339,5450,Directed,2331,1
2332,339,5452,Directed,2332,1
2333,340,282,Directed,2333,1
2334,340,848,Directed,2334,1
2335,340,4860,Directed,2335,1
2336,341,975,Directed,2336,1
2337,341,1762,Directed,2337,1
2338,341,2219,Directed,2338,1
2339,341,2268,Directed,2339,1
2340,341,2433,Directed,2340,1
2341,341,2710,Directed,2341,1
2342,341,2947,Directed,2342,1
2343,341,3286,Directed,2343,1
2344,341,3412,Directed,2344,1
2345,341,3497,Directed,2345,1
2346,341,4063,Directed,2346,1
2347,341,4582,Directed,2347,1
2348,341,4721,Directed,2348,1
2349,341,4856,Directed,2349,1
2350,341,4889,Directed,2350,1
2351,341,4892,Directed,2351,1
2352,341,5211,Directed,2352,1
2353,342,498,Directed,2353,1
2354,342,2974,Directed,2354,1
2355,343,446,Directed,2355,1
2356,343,525,Directed,2356,1
2357,343,577,Directed,2357,1
2358,343,1817,Directed,2358,1
2359,343,2088,Directed,2359,1
2360,343,3839,Directed,2360,1
2361,343,4039,Directed,2361,1
2362,343,4057,Directed,2362,1
2363,343,4376,Directed,2363,1
2364,343,4827,Directed,2364,1
2365,343,5039,Directed,2365,1
2366,343,5052,Directed,2366,1
2367,344,3,Directed,2367,1
2368,344,64,Directed,2368,1
2369,344,211,Directed,2369,1
2370,344,214,Directed,2370,1
2371,344,590,Directed,2371,1
2372,344,603,Directed,2372,1
2373,344,809,Directed,2373,1
2374,344,883,Directed,2374,1
2375,344,885,Directed,2375,1
2376,344,902,Directed,2376,1
2377,344,1048,Directed,2377,1
2378,344,1058,Directed,2378,1
2379,344,1165,Directed,2379,1
2380,344,1196,Directed,2380,1
2381,344,1291,Directed,2381,1
2382,344,1326,Directed,2382,1
2383,344,1375,Directed,2383,1
2384,344,1567,Directed,2384,1
2385,344,1622,Directed,2385,1
2386,344,1649,Directed,2386,1
2387,344,1676,Directed,2387,1
2388,344,1745,Directed,2388,1
2389,344,1757,Directed,2389,1
2390,344,1987,Directed,2390,1
2391,344,2136,Directed,2391,1
2392,344,2155,Directed,2392,1
2393,344,2623,Directed,2393,1
2394,344,2630,Directed,2394,1
2395,344,2719,Directed,2395,1
2396,344,2744,Directed,2396,1
2397,344,2817,Directed,2397,1
2398,344,2890,Directed,2398,1
2399,344,2985,Directed,2399,1
2400,344,3151,Directed,2400,1
2401,344,3375,Directed,2401,1
2402,344,3664,Directed,2402,1
2403,344,3768,Directed,2403,1
2404,344,3896,Directed,2404,1
2405,344,4052,Directed,2405,1
2406,344,4083,Directed,2406,1
2407,344,4128,Directed,2407,1
2408,344,4204,Directed,2408,1
2409,344,4366,Directed,2409,1
2410,344,4409,Directed,2410,1
2411,344,4436,Directed,2411,1
2412,344,4600,Directed,2412,1
2413,344,4619,Directed,2413,1
2414,344,4733,Directed,2414,1
2415,344,4886,Directed,2415,1
2416,344,4975,Directed,2416,1
2417,344,5062,Directed,2417,1
2418,344,5075,Directed,2418,1
2419,344,5098,Directed,2419,1
2420,344,5166,Directed,2420,1
2421,344,5357,Directed,2421,1
2422,344,5447,Directed,2422,1
2423,344,5497,Directed,2423,1
2424,344,5504,Directed,2424,1
2425,344,5555,Directed,2425,1
2426,346,1426,Directed,2426,1
2427,347,13,Directed,2427,1
2428,347,223,Directed,2428,1
2429,347,250,Directed,2429,1
2430,347,256,Directed,2430,1
2431,347,276,Directed,2431,1
2432,347,286,Directed,2432,1
2433,347,316,Directed,2433,1
2434,347,365,Directed,2434,1
2435,347,403,Directed,2435,1
2436,347,538,Directed,2436,1
2437,347,722,Directed,2437,1
2438,347,823,Directed,2438,1
2439,347,874,Directed,2439,1
2440,347,887,Directed,2440,1
2441,347,899,Directed,2441,1
2442,347,1083,Directed,2442,1
2443,347,1142,Directed,2443,1
2444,347,1159,Directed,2444,1
2445,347,1302,Directed,2445,1
2446,347,1479,Directed,2446,1
2447,347,1566,Directed,2447,1
2448,347,1591,Directed,2448,1
2449,347,1874,Directed,2449,1
2450,347,2138,Directed,2450,1
2451,347,2220,Directed,2451,1
2452,347,2288,Directed,2452,1
2453,347,2675,Directed,2453,1
2454,347,2831,Directed,2454,1
2455,347,2994,Directed,2455,1
2456,347,3156,Directed,2456,1
2457,347,3659,Directed,2457,1
2458,347,3677,Directed,2458,1
2459,347,3718,Directed,2459,1
2460,347,3957,Directed,2460,1
2461,347,4109,Directed,2461,1
2462,347,4505,Directed,2462,1
2463,347,4718,Directed,2463,1
2464,347,4747,Directed,2464,1
2465,347,4999,Directed,2465,1
2466,347,5084,Directed,2466,1
2467,347,5119,Directed,2467,1
2468,347,5254,Directed,2468,1
2469,347,5303,Directed,2469,1
2470,347,5308,Directed,2470,1
2471,347,5382,Directed,2471,1
2472,348,3,Directed,2472,1
2473,348,395,Directed,2473,1
2474,348,1009,Directed,2474,1
2475,348,1768,Directed,2475,1
2476,348,1913,Directed,2476,1
2477,348,5527,Directed,2477,1
2478,350,96,Directed,2478,1
2479,350,258,Directed,2479,1
2480,350,444,Directed,2480,1
2481,350,1061,Directed,2481,1
2482,350,1062,Directed,2482,1
2483,350,1080,Directed,2483,1
2484,350,1242,Directed,2484,1
2485,350,1243,Directed,2485,1
2486,350,1793,Directed,2486,1
2487,350,2706,Directed,2487,1
2488,350,2745,Directed,2488,1
2489,350,2748,Directed,2489,1
2490,350,2868,Directed,2490,1
2491,350,2932,Directed,2491,1
2492,350,3034,Directed,2492,1
2493,350,3159,Directed,2493,1
2494,350,3161,Directed,2494,1
2495,350,3193,Directed,2495,1
2496,350,3315,Directed,2496,1
2497,350,3742,Directed,2497,1
2498,350,3912,Directed,2498,1
2499,350,4119,Directed,2499,1
2500,350,4421,Directed,2500,1
2501,350,4549,Directed,2501,1
2502,350,4684,Directed,2502,1
2503,350,4912,Directed,2503,1
2504,350,5120,Directed,2504,1
2505,350,5149,Directed,2505,1
2506,350,5191,Directed,2506,1
2507,350,5281,Directed,2507,1
2508,350,5472,Directed,2508,1
2509,350,5485,Directed,2509,1
2510,350,5517,Directed,2510,1
2511,352,1105,Directed,2511,1
2512,353,1321,Directed,2512,1
2513,353,5550,Directed,2513,1
2514,356,43,Directed,2514,1
2515,356,53,Directed,2515,1
2516,356,91,Directed,2516,1
2517,356,103,Directed,2517,1
2518,356,189,Directed,2518,1
2519,356,229,Directed,2519,1
2520,356,290,Directed,2520,1
2521,356,363,Directed,2521,1
2522,356,412,Directed,2522,1
2523,356,645,Directed,2523,1
2524,356,660,Directed,2524,1
2525,356,707,Directed,2525,1
2526,356,723,Directed,2526,1
2527,356,769,Directed,2527,1
2528,356,819,Directed,2528,1
2529,356,860,Directed,2529,1
2530,356,905,Directed,2530,1
2531,356,907,Directed,2531,1
2532,356,992,Directed,2532,1
2533,356,1038,Directed,2533,1
2534,356,1126,Directed,2534,1
2535,356,1157,Directed,2535,1
2536,356,1182,Directed,2536,1
2537,356,1262,Directed,2537,1
2538,356,1282,Directed,2538,1
2539,356,1308,Directed,2539,1
2540,356,1356,Directed,2540,1
2541,356,1428,Directed,2541,1
2542,356,1491,Directed,2542,1
2543,356,1540,Directed,2543,1
2544,356,1659,Directed,2544,1
2545,356,1675,Directed,2545,1
2546,356,1725,Directed,2546,1
2547,356,1854,Directed,2547,1
2548,356,1894,Directed,2548,1
2549,356,1914,Directed,2549,1
2550,356,1929,Directed,2550,1
2551,356,1945,Directed,2551,1
2552,356,1948,Directed,2552,1
2553,356,1949,Directed,2553,1
2554,356,1967,Directed,2554,1
2555,356,1990,Directed,2555,1
2556,356,2074,Directed,2556,1
2557,356,2094,Directed,2557,1
2558,356,2101,Directed,2558,1
2559,356,2167,Directed,2559,1
2560,356,2192,Directed,2560,1
2561,356,2196,Directed,2561,1
2562,356,2238,Directed,2562,1
2563,356,2275,Directed,2563,1
2564,356,2292,Directed,2564,1
2565,356,2333,Directed,2565,1
2566,356,2340,Directed,2566,1
2567,356,2344,Directed,2567,1
2568,356,2377,Directed,2568,1
2569,356,2395,Directed,2569,1
2570,356,2408,Directed,2570,1
2571,356,2452,Directed,2571,1
2572,356,2636,Directed,2572,1
2573,356,2650,Directed,2573,1
2574,356,2682,Directed,2574,1
2575,356,2711,Directed,2575,1
2576,356,2739,Directed,2576,1
2577,356,2741,Directed,2577,1
2578,356,2792,Directed,2578,1
2579,356,2797,Directed,2579,1
2580,356,2865,Directed,2580,1
2581,356,2920,Directed,2581,1
2582,356,2981,Directed,2582,1
2583,356,3000,Directed,2583,1
2584,356,3005,Directed,2584,1
2585,356,3014,Directed,2585,1
2586,356,3024,Directed,2586,1
2587,356,3044,Directed,2587,1
2588,356,3113,Directed,2588,1
2589,356,3123,Directed,2589,1
2590,356,3262,Directed,2590,1
2591,356,3299,Directed,2591,1
2592,356,3362,Directed,2592,1
2593,356,3399,Directed,2593,1
2594,356,3481,Directed,2594,1
2595,356,3567,Directed,2595,1
2596,356,3573,Directed,2596,1
2597,356,3601,Directed,2597,1
2598,356,3626,Directed,2598,1
2599,356,3669,Directed,2599,1
2600,356,3685,Directed,2600,1
2601,356,3701,Directed,2601,1
2602,356,3721,Directed,2602,1
2603,356,3765,Directed,2603,1
2604,356,3834,Directed,2604,1
2605,356,3864,Directed,2605,1
2606,356,3874,Directed,2606,1
2607,356,3910,Directed,2607,1
2608,356,3918,Directed,2608,1
2609,356,3974,Directed,2609,1
2610,356,3991,Directed,2610,1
2611,356,4041,Directed,2611,1
2612,356,4047,Directed,2612,1
2613,356,4071,Directed,2613,1
2614,356,4086,Directed,2614,1
2615,356,4103,Directed,2615,1
2616,356,4163,Directed,2616,1
2617,356,4256,Directed,2617,1
2618,356,4261,Directed,2618,1
2619,356,4387,Directed,2619,1
2620,356,4391,Directed,2620,1
2621,356,4404,Directed,2621,1
2622,356,4538,Directed,2622,1
2623,356,4561,Directed,2623,1
2624,356,4581,Directed,2624,1
2625,356,4592,Directed,2625,1
2626,356,4678,Directed,2626,1
2627,356,4731,Directed,2627,1
2628,356,4824,Directed,2628,1
2629,356,4848,Directed,2629,1
2630,356,4862,Directed,2630,1
2631,356,4866,Directed,2631,1
2632,356,4893,Directed,2632,1
2633,356,4902,Directed,2633,1
2634,356,5024,Directed,2634,1
2635,356,5041,Directed,2635,1
2636,356,5130,Directed,2636,1
2637,356,5147,Directed,2637,1
2638,356,5154,Directed,2638,1
2639,356,5169,Directed,2639,1
2640,356,5217,Directed,2640,1
2641,356,5256,Directed,2641,1
2642,356,5265,Directed,2642,1
2643,356,5315,Directed,2643,1
2644,356,5320,Directed,2644,1
2645,356,5409,Directed,2645,1
2646,356,5430,Directed,2646,1
2647,356,5470,Directed,2647,1
2648,356,5482,Directed,2648,1
2649,357,611,Directed,2649,1
2650,357,2919,Directed,2650,1
2651,357,3497,Directed,2651,1
2652,357,3525,Directed,2652,1
2653,357,5310,Directed,2653,1
2654,358,556,Directed,2654,1
2655,358,4519,Directed,2655,1
2656,361,173,Directed,2656,1
2657,361,306,Directed,2657,1
2658,361,441,Directed,2658,1
2659,361,763,Directed,2659,1
2660,361,1297,Directed,2660,1
2661,361,1358,Directed,2661,1
2662,361,1446,Directed,2662,1
2663,361,1567,Directed,2663,1
2664,361,1594,Directed,2664,1
2665,361,1717,Directed,2665,1
2666,361,1842,Directed,2666,1
2667,361,2542,Directed,2667,1
2668,361,2904,Directed,2668,1
2669,361,3201,Directed,2669,1
2670,361,3423,Directed,2670,1
2671,361,3730,Directed,2671,1
2672,361,3834,Directed,2672,1
2673,361,3951,Directed,2673,1
2674,361,4439,Directed,2674,1
2675,361,4689,Directed,2675,1
2676,361,5080,Directed,2676,1
2677,361,5146,Directed,2677,1
2678,361,5322,Directed,2678,1
2679,361,5360,Directed,2679,1
2680,361,5366,Directed,2680,1
2681,361,5533,Directed,2681,1
2682,363,453,Directed,2682,1
2683,363,1702,Directed,2683,1
2684,363,1990,Directed,2684,1
2685,363,2739,Directed,2685,1
2686,363,3864,Directed,2686,1
2687,363,4151,Directed,2687,1
2688,363,4300,Directed,2688,1
2689,363,5035,Directed,2689,1
2690,363,5141,Directed,2690,1
2691,363,5159,Directed,2691,1
2692,363,5360,Directed,2692,1
2693,363,5552,Directed,2693,1
2694,364,308,Directed,2694,1
2695,364,629,Directed,2695,1
2696,364,2061,Directed,2696,1
2697,364,2621,Directed,2697,1
2698,364,2684,Directed,2698,1
2699,364,2872,Directed,2699,1
2700,364,3115,Directed,2700,1
2701,364,4609,Directed,2701,1
2702,365,1,Directed,2702,1
2703,365,27,Directed,2703,1
2704,365,172,Directed,2704,1
2705,365,265,Directed,2705,1
2706,365,416,Directed,2706,1
2707,365,806,Directed,2707,1
2708,365,1062,Directed,2708,1
2709,365,1114,Directed,2709,1
2710,365,1181,Directed,2710,1
2711,365,1302,Directed,2711,1
2712,365,1448,Directed,2712,1
2713,365,1839,Directed,2713,1
2714,365,1998,Directed,2714,1
2715,365,2220,Directed,2715,1
2716,365,2440,Directed,2716,1
2717,365,2608,Directed,2717,1
2718,365,2654,Directed,2718,1
2719,365,2894,Directed,2719,1
2720,365,3067,Directed,2720,1
2721,365,3257,Directed,2721,1
2722,365,3452,Directed,2722,1
2723,365,3458,Directed,2723,1
2724,365,3620,Directed,2724,1
2725,365,3699,Directed,2725,1
2726,365,3922,Directed,2726,1
2727,365,3957,Directed,2727,1
2728,365,4347,Directed,2728,1
2729,365,4487,Directed,2729,1
2730,365,4491,Directed,2730,1
2731,365,4859,Directed,2731,1
2732,365,4978,Directed,2732,1
2733,365,5013,Directed,2733,1
2734,365,5021,Directed,2734,1
2735,365,5281,Directed,2735,1
2736,365,5303,Directed,2736,1
2737,365,5388,Directed,2737,1
2738,365,5404,Directed,2738,1
2739,366,995,Directed,2739,1
2740,366,2095,Directed,2740,1
2741,366,2385,Directed,2741,1
2742,366,2440,Directed,2742,1
2743,366,2663,Directed,2743,1
2744,367,540,Directed,2744,1
2745,367,791,Directed,2745,1
2746,367,1759,Directed,2746,1
2747,367,1945,Directed,2747,1
2748,367,2488,Directed,2748,1
2749,367,2981,Directed,2749,1
2750,367,4162,Directed,2750,1
2751,367,4261,Directed,2751,1
2752,367,4281,Directed,2752,1
2753,368,971,Directed,2753,1
2754,369,1,Directed,2754,1
2755,369,7,Directed,2755,1
2756,369,21,Directed,2756,1
2757,369,110,Directed,2757,1
2758,369,123,Directed,2758,1
2759,369,151,Directed,2759,1
2760,369,172,Directed,2760,1
2761,369,173,Directed,2761,1
2762,369,176,Directed,2762,1
2763,369,184,Directed,2763,1
2764,369,251,Directed,2764,1
2765,369,265,Directed,2765,1
2766,369,392,Directed,2766,1
2767,369,408,Directed,2767,1
2768,369,416,Directed,2768,1
2769,369,541,Directed,2769,1
2770,369,544,Directed,2770,1
2771,369,612,Directed,2771,1
2772,369,706,Directed,2772,1
2773,369,735,Directed,2773,1
2774,369,745,Directed,2774,1
2775,369,802,Directed,2775,1
2776,369,813,Directed,2776,1
2777,369,842,Directed,2777,1
2778,369,864,Directed,2778,1
2779,369,886,Directed,2779,1
2780,369,966,Directed,2780,1
2781,369,1154,Directed,2781,1
2782,369,1181,Directed,2782,1
2783,369,1201,Directed,2783,1
2784,369,1205,Directed,2784,1
2785,369,1233,Directed,2785,1
2786,369,1247,Directed,2786,1
2787,369,1251,Directed,2787,1
2788,369,1280,Directed,2788,1
2789,369,1285,Directed,2789,1
2790,369,1302,Directed,2790,1
2791,369,1331,Directed,2791,1
2792,369,1351,Directed,2792,1
2793,369,1421,Directed,2793,1
2794,369,1432,Directed,2794,1
2795,369,1459,Directed,2795,1
2796,369,1489,Directed,2796,1
2797,369,1581,Directed,2797,1
2798,369,1616,Directed,2798,1
2799,369,1654,Directed,2799,1
2800,369,1673,Directed,2800,1
2801,369,1861,Directed,2801,1
2802,369,1868,Directed,2802,1
2803,369,1895,Directed,2803,1
2804,369,1914,Directed,2804,1
2805,369,1930,Directed,2805,1
2806,369,1947,Directed,2806,1
2807,369,1998,Directed,2807,1
2808,369,2138,Directed,2808,1
2809,369,2192,Directed,2809,1
2810,369,2234,Directed,2810,1
2811,369,2243,Directed,2811,1
2812,369,2264,Directed,2812,1
2813,369,2289,Directed,2813,1
2814,369,2291,Directed,2814,1
2815,369,2300,Directed,2815,1
2816,369,2377,Directed,2816,1
2817,369,2525,Directed,2817,1
2818,369,2547,Directed,2818,1
2819,369,2624,Directed,2819,1
2820,369,2651,Directed,2820,1
2821,369,2698,Directed,2821,1
2822,369,2743,Directed,2822,1
2823,369,2748,Directed,2823,1
2824,369,2777,Directed,2824,1
2825,369,2805,Directed,2825,1
2826,369,2889,Directed,2826,1
2827,369,3051,Directed,2827,1
2828,369,3055,Directed,2828,1
2829,369,3067,Directed,2829,1
2830,369,3090,Directed,2830,1
2831,369,3123,Directed,2831,1
2832,369,3209,Directed,2832,1
2833,369,3243,Directed,2833,1
2834,369,3268,Directed,2834,1
2835,369,3285,Directed,2835,1
2836,369,3326,Directed,2836,1
2837,369,3327,Directed,2837,1
2838,369,3362,Directed,2838,1
2839,369,3386,Directed,2839,1
2840,369,3410,Directed,2840,1
2841,369,3441,Directed,2841,1
2842,369,3458,Directed,2842,1
2843,369,3526,Directed,2843,1
2844,369,3540,Directed,2844,1
2845,369,3567,Directed,2845,1
2846,369,3623,Directed,2846,1
2847,369,3659,Directed,2847,1
2848,369,3699,Directed,2848,1
2849,369,3743,Directed,2849,1
2850,369,3779,Directed,2850,1
2851,369,3822,Directed,2851,1
2852,369,3848,Directed,2852,1
2853,369,3869,Directed,2853,1
2854,369,3934,Directed,2854,1
2855,369,3944,Directed,2855,1
2856,369,3945,Directed,2856,1
2857,369,4085,Directed,2857,1
2858,369,4126,Directed,2858,1
2859,369,4135,Directed,2859,1
2860,369,4139,Directed,2860,1
2861,369,4311,Directed,2861,1
2862,369,4347,Directed,2862,1
2863,369,4351,Directed,2863,1
2864,369,4384,Directed,2864,1
2865,369,4485,Directed,2865,1
2866,369,4487,Directed,2866,1
2867,369,4491,Directed,2867,1
2868,369,4561,Directed,2868,1
2869,369,4565,Directed,2869,1
2870,369,4568,Directed,2870,1
2871,369,4583,Directed,2871,1
2872,369,4687,Directed,2872,1
2873,369,4691,Directed,2873,1
2874,369,4727,Directed,2874,1
2875,369,4737,Directed,2875,1
2876,369,4812,Directed,2876,1
2877,369,4865,Directed,2877,1
2878,369,4879,Directed,2878,1
2879,369,4902,Directed,2879,1
2880,369,4916,Directed,2880,1
2881,369,4923,Directed,2881,1
2882,369,4928,Directed,2882,1
2883,369,4972,Directed,2883,1
2884,369,5002,Directed,2884,1
2885,369,5049,Directed,2885,1
2886,369,5070,Directed,2886,1
2887,369,5093,Directed,2887,1
2888,369,5162,Directed,2888,1
2889,369,5182,Directed,2889,1
2890,369,5209,Directed,2890,1
2891,369,5254,Directed,2891,1
2892,369,5281,Directed,2892,1
2893,369,5358,Directed,2893,1
2894,369,5404,Directed,2894,1
2895,369,5406,Directed,2895,1
2896,369,5419,Directed,2896,1
2897,369,5443,Directed,2897,1
2898,369,5453,Directed,2898,1
2899,369,5466,Directed,2899,1
2900,369,5553,Directed,2900,1
2901,369,5556,Directed,2901,1
2902,372,108,Directed,2902,1
2903,372,473,Directed,2903,1
2904,372,1129,Directed,2904,1
2905,372,1230,Directed,2905,1
2906,372,1462,Directed,2906,1
2907,372,1812,Directed,2907,1
2908,372,1875,Directed,2908,1
2909,372,1903,Directed,2909,1
2910,372,2082,Directed,2910,1
2911,372,2753,Directed,2911,1
2912,372,3033,Directed,2912,1
2913,372,3103,Directed,2913,1
2914,372,3168,Directed,2914,1
2915,372,3388,Directed,2915,1
2916,372,3524,Directed,2916,1
2917,372,3555,Directed,2917,1
2918,372,4274,Directed,2918,1
2919,373,523,Directed,2919,1
2920,373,1895,Directed,2920,1
2921,373,2256,Directed,2921,1
2922,373,2306,Directed,2922,1
2923,373,2457,Directed,2923,1
2924,373,2605,Directed,2924,1
2925,373,2815,Directed,2925,1
2926,373,2903,Directed,2926,1
2927,373,3051,Directed,2927,1
2928,373,3061,Directed,2928,1
2929,373,3120,Directed,2929,1
2930,373,3238,Directed,2930,1
2931,373,3686,Directed,2931,1
2932,373,4981,Directed,2932,1
2933,375,41,Directed,2933,1
2934,375,896,Directed,2934,1
2935,375,1329,Directed,2935,1
2936,375,1680,Directed,2936,1
2937,375,4811,Directed,2937,1
2938,375,4896,Directed,2938,1
2939,376,633,Directed,2939,1
2940,378,567,Directed,2940,1
2941,379,670,Directed,2941,1
2942,379,1294,Directed,2942,1
2943,379,1321,Directed,2943,1
2944,379,2453,Directed,2944,1
2945,379,2898,Directed,2945,1
2946,379,4036,Directed,2946,1
2947,379,4289,Directed,2947,1
2948,379,4791,Directed,2948,1
2949,381,136,Directed,2949,1
2950,381,865,Directed,2950,1
2951,381,1085,Directed,2951,1
2952,381,1426,Directed,2952,1
2953,381,1934,Directed,2953,1
2954,381,2259,Directed,2954,1
2955,381,2700,Directed,2955,1
2956,381,3051,Directed,2956,1
2957,381,3238,Directed,2957,1
2958,381,4096,Directed,2958,1
2959,381,4692,Directed,2959,1
2960,381,5026,Directed,2960,1
2961,381,5452,Directed,2961,1
2962,382,450,Directed,2962,1
2963,382,544,Directed,2963,1
2964,382,750,Directed,2964,1
2965,382,1035,Directed,2965,1
2966,382,1394,Directed,2966,1
2967,382,1520,Directed,2967,1
2968,382,1743,Directed,2968,1
2969,382,1756,Directed,2969,1
2970,382,2008,Directed,2970,1
2971,382,2551,Directed,2971,1
2972,382,2579,Directed,2972,1
2973,382,2653,Directed,2973,1
2974,382,2829,Directed,2974,1
2975,382,2923,Directed,2975,1
2976,382,2992,Directed,2976,1
2977,382,3478,Directed,2977,1
2978,382,3545,Directed,2978,1
2979,382,3575,Directed,2979,1
2980,382,3752,Directed,2980,1
2981,382,3863,Directed,2981,1
2982,382,4014,Directed,2982,1
2983,382,4293,Directed,2983,1
2984,382,4583,Directed,2984,1
2985,382,4640,Directed,2985,1
2986,382,4933,Directed,2986,1
2987,382,5435,Directed,2987,1
2988,382,5448,Directed,2988,1
2989,382,5567,Directed,2989,1
2990,385,513,Directed,2990,1
2991,385,1968,Directed,2991,1
2992,385,2669,Directed,2992,1
2993,385,5172,Directed,2993,1
2994,389,152,Directed,2994,1
2995,389,5121,Directed,2995,1
2996,391,5133,Directed,2996,1
2997,392,1280,Directed,2997,1
2998,392,2403,Directed,2998,1
2999,392,2777,Directed,2999,1
3000,392,3936,Directed,3000,1
3001,392,4431,Directed,3001,1
3002,392,5111,Directed,3002,1
3003,394,1696,Directed,3003,1
3004,395,211,Directed,3004,1
3005,396,2858,Directed,3005,1
3006,396,3897,Directed,3006,1
3007,398,17,Directed,3007,1
3008,398,21,Directed,3008,1
3009,398,251,Directed,3009,1
3010,398,254,Directed,3010,1
3011,398,333,Directed,3011,1
3012,398,867,Directed,3012,1
3013,398,947,Directed,3013,1
3014,398,969,Directed,3014,1
3015,398,1075,Directed,3015,1
3016,398,1201,Directed,3016,1
3017,398,1385,Directed,3017,1
3018,398,1421,Directed,3018,1
3019,398,1789,Directed,3019,1
3020,398,1857,Directed,3020,1
3021,398,1947,Directed,3021,1
3022,398,1998,Directed,3022,1
3023,398,2087,Directed,3023,1
3024,398,2094,Directed,3024,1
3025,398,2110,Directed,3025,1
3026,398,2118,Directed,3026,1
3027,398,2130,Directed,3027,1
3028,398,2469,Directed,3028,1
3029,398,2479,Directed,3029,1
3030,398,2831,Directed,3030,1
3031,398,2994,Directed,3031,1
3032,398,3344,Directed,3032,1
3033,398,3433,Directed,3033,1
3034,398,3540,Directed,3034,1
3035,398,3848,Directed,3035,1
3036,398,3944,Directed,3036,1
3037,398,4157,Directed,3037,1
3038,398,4193,Directed,3038,1
3039,398,4237,Directed,3039,1
